date,평균기온(°C),최저기온(°C),최고기온(°C),평균 이슬점온도(°C),평균 현지기압(hPa),평균 해면기압(hPa),합계 일사량(MJ/m2),평균 지면온도(°C),watt
20160822,30.3,24,36.7,21.4,998.3,1005.9,23.9,39.5,1076.526717
20160823,28.8,25.4,33.4,23.3,998.7,1006.4,14.69,33.9,1077.580549
20160824,28.9,23.7,34.5,21.4,999,1006.7,25.78,32,1069.785296
20160825,28.5,23.8,33.9,21.2,997.7,1005.4,18.45,30,1106.35492
20160826,22,19.1,27.4,19.1,1000.7,1008.6,3.15,24,1073.356875
20160827,22.6,18,27.9,15.1,1000.9,1008.8,16.7,23.1,1071.563619
20160828,20,17.8,24.5,16.6,996.7,1004.7,10.8,22.1,1070.527334
20160829,20.5,15.8,27.2,15.3,994.2,1002.1,22.85,24.7,1057.608151
20160830,19.6,16.6,22.6,16.4,985.9,993.8,6.9,20.8,1085.23166
20160831,21.8,17.6,24.8,16.5,985.7,993.5,10.55,20.8,1098.718409
20160901,26.6,22.9,31.5,18.8,993.8,1001.5,19.32,25.7,1153.127806
20160902,22.7,21.2,24.9,19.2,999.1,1007,9.84,25,1100.679274
20160903,25,20.8,30.3,20.3,1000.7,1008.5,19.6,27.6,1118.212874
20160904,26.2,22.3,30.4,22.3,1002.6,1010.4,13.24,27.7,1101.522457
20160905,26.2,24,30.5,22.8,1002,1009.7,13.15,28.2,1081.752521
20160906,24.4,21.5,28.1,20.3,1001.6,1009.5,10.63,26.5,1103.609462
20160907,23.7,19.8,27.8,19.1,998.9,1006.7,13.48,27.7,1131.299598
20160908,23.3,19.7,28.9,19.3,999.4,1007.3,16.9,27.6,1113.533152
20160909,23.9,20.2,28.8,20,1002,1009.9,19.19,27.1,1123.763426
20160910,23.2,19.1,28.7,19.7,1004.4,1012.4,16.31,25.7,1105.277916
20160911,23.9,19.6,28.5,19.3,1006.9,1014.9,15.74,26.7,1121.151931
20160912,23.5,21,27.8,19.4,1008.5,1016.5,15.95,25.8,1126.508689
20160913,24.1,18.7,29.5,18.8,1009.9,1017.8,21.82,26.4,1144.98433
20160914,24.2,20.5,29.1,18.9,1009.8,1017.7,16.18,26.4,1085.684207
20160915,23.5,18.4,28.7,17.9,1008.5,1016.4,18.16,25.5,1109.803795
20160916,22.4,20.7,25.4,19.7,1007.2,1015.1,7.02,24,1123.505208
20160917,20.2,19.6,21.3,19.7,1003,1011,2.92,21.5,1148.219389
20160918,19.1,18.1,20.7,17.6,1003.8,1011.8,6.13,21.4,1112.52104
20160919,20,17.4,23.6,15.4,1004.5,1012.5,10.3,21.7,1114.270487
20160920,19.2,13.7,24.7,11.9,1008.5,1016.6,23.09,22.4,1110.213259
20160921,19.1,12.8,23.6,12.7,1012.8,1020.9,16.87,20.8,1105.646286
20160922,20.6,17.1,25.9,14.9,1010.3,1018.3,17.9,22.5,1123.39973
20160923,20.8,15.4,27,15.8,1009.2,1017.2,19.64,23,1141.462607
20160924,21.7,16.4,28.1,16.4,1008.4,1016.3,20.84,24.6,1121.821094
20160925,20.8,17.2,24.7,18.1,1009.1,1017.1,8.38,22,1121.631611
20160926,22.1,18.3,26.8,19,1008.4,1016.4,9.8,23.3,1085.708378
20160927,22.4,20.3,25.8,21,1008,1016,8.26,24.1,1105.154674
20160928,21.8,18.1,26,19,1006.9,1014.8,13.86,23.2,1114.077714
20160929,20.1,18,22,16.4,1008.5,1016.5,8.5,21.8,1135.319689
20160930,17.6,16.2,18.5,16,1008,1016.1,2.86,18.6,1146.872115
20161001,18.6,15.7,21.7,17.1,1010.1,1018.2,7.15,19.7,1008.291806
20161002,20.7,17.6,23.4,18.7,1006.3,1014.3,7.33,21.8,992.1379274
20161003,23.4,19.6,26.8,21.8,1002.4,1010.3,9.68,24,1028.514506
20161004,22.1,17.7,27.9,17.9,1006.9,1014.8,19.62,23.1,992.882655
20161005,19.6,17.7,24.3,17.7,1003.1,1011,8.66,21.2,1002.875408
20161006,18.2,14.4,23.9,12.9,1012.9,1021.1,20.16,20.6,1034.060596
20161007,18.5,14.2,24.3,15.2,1011.9,1020,12.31,19.2,1022.648572
20161008,17.2,14.2,21.8,13.5,1005,1013.1,11.83,18.8,1007.765887
20161009,11.8,7.6,16.7,4.6,1011.8,1020.1,20.4,15.4,1021.635754
20161010,12.7,8.4,18.5,7.8,1012.8,1021.1,13.15,15.1,1030.030985
20161011,14.3,10.3,20.5,10.1,1012.6,1020.9,13.2,16.5,1020.573389
20161012,14.9,11,21,8.1,1014.2,1022.4,17.6,16.9,1030.576755
20161013,14.1,10.4,20.1,8.1,1015.3,1023.6,12.12,15.2,1022.667207
20161014,15.2,8.6,22.9,10.5,1017.2,1025.5,16.27,16.4,1014.546379
20161015,17.3,10.7,25.2,12,1017.1,1025.3,14.84,17.8,1001.243447
20161016,16.9,15.2,20.3,14.5,1011.5,1019.7,5.21,17.1,1000.967345
20161017,17.6,14.5,23.2,14.8,1009.9,1018,14.43,19.1,1026.164279
20161018,16.1,13,21.5,14.4,1012,1020.1,9.7,18,1018.768293
20161019,17.2,12.8,23.6,14,1010.4,1018.5,14.94,17.6,1020.030899
20161020,16.7,11.2,22.7,13.3,1011.3,1019.5,11.49,17.5,1026.138736
20161021,16.8,15.7,18.8,12.5,1011.9,1020,5.66,16.7,996.8669908
20161022,17.5,14.3,22.1,12.6,1006.3,1014.4,11.57,18.8,1025.397395
20161023,15,11.4,17.9,11.1,1008.1,1016.3,4.86,15.3,993.6016593
20161024,15.5,9.8,20.4,9.3,1009.5,1017.7,15.78,17,993.422437
20161025,14.7,12.3,20,12.8,1004.4,1012.6,6.86,16.1,1036.781093
20161026,13.4,10.8,16.8,11.3,1012.1,1020.4,7.63,14.5,990.5210026
20161027,14.2,10.2,18,11,1014.7,1023,6.85,14.3,998.7393714
20161028,13.5,11.1,15.7,12,1009,1017.3,2.97,14.2,1027.008863
20161029,9.2,6.1,13.5,3.5,1017.5,1026,9.72,12,1030.206949
20161030,7.1,1.2,14.5,-2.5,1021.4,1030,17.23,9.8,1052.218179
20161031,7.8,4.9,10.4,2.6,1018.8,1027.3,2.68,8.9,1012.309587
20161101,3.4,-0.7,9.4,-4.7,1022.3,1031,16.56,6.9,1004.899869
20161102,5.1,-2.4,11.7,-1.9,1019.5,1028.1,15.5,6.5,998.9119844
20161103,8.1,3.7,14.8,3.8,1014.4,1022.8,9.3,8.6,990.3185923
20161104,9.9,2.7,17.4,5.8,1009.4,1017.8,12.16,9.5,1007.721486
20161105,13.3,8.7,19.2,9.9,1006.7,1014.9,8.25,11.5,1033.144111
20161106,13.3,9.8,18.2,9.5,1015.7,1024.1,13.17,14.1,970.3342078
20161107,14.3,10.8,18.8,9.1,1015,1023.2,10.18,13.9,1014.248566
20161108,6.9,0.9,12.3,1.1,1016.6,1025.1,11.92,10,1017.165702
20161109,3.1,-3.1,9.8,-5.6,1020.8,1029.5,14.87,4.9,999.4311045
20161110,6.8,2.4,12,3.3,1013.1,1021.6,5.32,7.4,1000.904354
20161111,9.3,5.8,14.8,5.2,1011.5,1019.9,10.29,9,1010.766615
20161112,9.7,2.7,18.6,5.1,1014.7,1023.1,11.72,9.1,1002.8922
20161113,12.1,6.6,18.1,8.3,1013.5,1021.9,7.82,11.2,1035.551186
20161114,15.3,9.5,21.9,11.6,1008.1,1016.3,10.67,14.6,1016.289169
20161115,8.3,2.7,14.6,-1.5,1013.1,1021.5,14.19,9.9,990.4121833
20161116,5.7,-0.5,12.9,-1.6,1015.7,1024.3,11.37,6.1,1015.591813
20161117,8.1,3.3,15.4,1.6,1016.3,1024.8,10.67,8.2,1051.951591
20161118,9,3,13.8,6.3,1010.7,1019.1,6.05,8.4,985.4678209
20161119,12.6,10.4,14.3,12,1006.5,1014.7,2.35,12.4,997.3663315
20161120,11.5,6.7,16.4,6.9,1012.8,1021.2,12.29,12.3,1018.015423
20161121,8.7,5.5,11.6,7,1010.5,1018.9,2.33,8.6,1017.418217
20161122,4.9,0.7,9.5,-1.9,1014.6,1023.2,5.9,7,1022.96691
20161123,0.8,-3.3,6.2,-10.5,1018.7,1027.5,11.35,2.7,1027.695775
20161124,-0.2,-4.9,5.2,-8.6,1019.6,1028.4,13.18,2.4,1012.978502
20161125,1.4,-3.2,7.8,-5,1019.9,1028.6,9.85,2.3,1026.565019
20161126,0.2,-2.9,3.3,-1.7,1016.4,1025.2,2.33,0.4,988.0519409
20161127,3,1,7.1,1.9,1013.8,1022.5,6.81,5.2,1002.738407
20161128,2.8,-0.4,8.4,-2.3,1019.8,1028.5,11.58,3.5,1007.341968
20161129,1.9,-3.4,8.8,-5.6,1025,1033.8,12.84,2.8,988.2847661
20161130,5.5,-0.7,11.5,1.7,1018.5,1027.1,5.65,4.2,990.860122
20161201,5.6,0.1,10.1,-1.2,1018.8,1027.4,7.91,5.2,1041.270546
20161202,1.8,-4.1,8.5,-5.1,1023.4,1032.1,12.31,2.5,1043.867415
20161203,3.2,-2.8,10.8,-1.9,1018.6,1027.3,11.16,3.2,1042.881755
20161204,4.1,-0.2,8.8,0.2,1010.9,1019.5,4.94,3.7,1066.627835
20161205,8.9,4.7,14.2,3.3,1010.2,1018.6,6.22,7.4,1063.726905
20161206,1.2,-2.6,6.6,-9.1,1017.9,1026.7,12.27,2.4,1053.696411
20161207,2.2,-4.4,8.7,-2.3,1013.8,1022.4,6.26,2.3,1076.52385
20161208,4.1,-1.8,9.8,0.2,1010.5,1019.1,9.1,3.5,1082.283045
20161209,4.1,-1,7.9,-1.7,1012,1020.6,7.8,4.6,1044.24961
20161210,-0.1,-4.4,6.4,-8.6,1018.7,1027.4,11.96,1.3,1053.64388
20161211,-0.6,-6.2,6.9,-8.7,1020.1,1028.9,12.06,0.5,1055.07219
20161212,4.3,-3.2,11,-4,1015.5,1024.1,8.18,3.1,1057.73951
20161213,4.5,1,9.6,0.3,1010.9,1019.5,7.2,3.5,1068.50522
20161214,0,-2.9,2.7,-4,1012.2,1020.9,4.46,0.4,1064.243413
20161215,-1.4,-5.9,3,-9.5,1015.6,1024.4,11.26,1,1057.341347
20161216,-2.4,-8.3,2.8,-11.2,1020.1,1028.9,11.96,-1.5,1049.839546
20161217,4,-0.3,10.5,-1.6,1021.4,1030.1,10.02,2.4,1080.741556
20161218,3.8,-1.8,9.5,0.2,1021.7,1030.4,5.49,3.5,1047.40676
20161219,7.8,5.1,10.6,6,1016.2,1024.7,3.97,7.2,1043.956776
20161220,8.2,4.3,13.3,5.2,1018.6,1027.1,9.18,7.6,1079.273712
20161221,8.2,1.8,12.6,6.4,1013.4,1021.9,5.86,6.2,1075.680061
20161222,7.8,3.8,14.8,5.9,1003,1011.3,1.16,8.5,1045.020863
20161223,0.8,-1.3,3.9,-2.3,1012.7,1021.4,1.71,2.3,1051.857325
20161224,-1.1,-2.5,1.3,-5.3,1021.9,1030.8,6.29,1.5,1026.6858
20161225,1.3,-4.5,7.3,-2.1,1021.4,1030.2,9.7,2.2,1078.770155
20161226,3.1,2.3,4.3,1.9,1013,1021.6,1.48,3.5,1046.018138
20161227,0.3,-5.1,4,-6.1,1014.6,1023.4,10.67,2.9,1011.481088
20161228,-2.5,-7.5,4.1,-9.9,1021.7,1030.6,11.76,-0.2,1032.708433
20161229,-2.3,-4.5,1.4,-9.4,1022.2,1031.1,11.92,0.4,1090.052214
20161230,-1.8,-8.1,4.8,-7.3,1024.7,1033.6,11.5,-0.3,1028.843345
20161231,1.4,-1.3,5.2,-1.7,1022,1030.7,4.53,1,1043.24697
20170101,3.5,-1.3,10.7,0.3,1020,1028.6,9.43,3.3,1180.085569
20170102,4.7,-0.4,10.8,1.9,1014.9,1023.5,7.77,3.4,1193.425862
20170103,3.3,-1.5,9.2,-0.7,1016.3,1024.9,10.69,3,1158.102578
20170104,4.2,-0.2,10.7,-1.2,1015.9,1024.5,8.59,3.1,1168.594138
20170105,4.3,-0.7,9.3,-0.6,1018.3,1027,5.41,2.9,1154.8117
20170106,6.7,2.6,12,0.6,1018.2,1026.8,10.66,5.4,1177.922793
20170107,4.3,-1.5,9.2,-0.1,1013,1021.6,8.22,3.3,1145.025115
20170108,8.8,5,14.8,2.1,1005.8,1014.1,10.58,8.2,1164.894208
20170109,4.3,-0.9,8,-2.6,1009.2,1017.7,8.35,4.8,1189.20888
20170110,-0.5,-3.2,4.2,-6.8,1015.6,1024.4,8.92,0.2,1194.202449
20170111,-3.1,-7.8,2.5,-9.6,1017.6,1026.4,9.66,-2.1,1190.501792
20170112,-0.3,-4,5.7,-5.3,1010.3,1019,5.74,-0.8,1166.949729
20170113,-3.7,-7.3,0.5,-8.7,1009.3,1018.1,6.66,-2.5,1158.466312
20170114,-6,-8.7,-2.8,-15.5,1017.1,1026.1,13.18,-2.4,1198.891807
20170115,-5.9,-11.8,1,-15.3,1019.8,1028.8,13.47,-3.7,1135.577056
20170116,-3.9,-10.1,3.7,-12.8,1020.9,1029.9,13.58,-2.8,1198.627374
20170117,-2.9,-8.6,4.3,-10.7,1023.2,1032.1,8.45,-2.5,1129.242044
20170118,-0.4,-4.7,4.1,-6,1022.1,1031,5.97,-1.2,1182.680003
20170119,0,-3.7,5.9,-5.3,1015.3,1024.1,10.6,0.4,1183.543712
20170120,-2.3,-5.2,-0.5,-5.8,1013.8,1022.6,5.61,-0.6,1138.184534
20170121,-2.7,-8.6,2.4,-5.6,1018.6,1027.5,9.84,-0.9,1171.258963
20170122,-4.7,-7.8,-0.5,-9.4,1019,1028,9.38,-0.4,1177.503713
20170123,-6.5,-10,-1.4,-12.3,1022.9,1032,14.14,-1.6,1172.979781
20170124,-5.2,-10.7,1.1,-10.8,1026,1035,14.54,-1.9,1175.088724
20170125,-4.4,-10.6,2.3,-10,1026.1,1035.1,15.26,-2.3,1173.670309
20170126,-1.1,-9.5,6.5,-7.6,1019.6,1028.4,13.81,-1,1147.803526
20170127,0.6,-4.3,4.8,-7.6,1018.8,1027.6,14.18,1.8,1181.079814
20170128,0.1,-7.6,7.9,-8.7,1018.2,1027,14.03,0.5,1147.700223
20170129,2.8,0.9,5.4,-0.4,1010.1,1018.7,2.49,2.2,1176.742619
20170130,-2.4,-6.8,0.9,-7.5,1017,1025.8,14.45,2.6,1191.120225
20170131,-4.2,-9,1.5,-10.6,1020.5,1029.4,13.67,-0.5,1176.925279
20170201,-2.3,-6.6,3.8,-11.7,1020.5,1029.4,13.87,0.4,1115.781279
20170202,-1.6,-9,5.7,-11.4,1022.2,1031.1,16.16,0.1,1103.705654
20170203,2.1,-3.2,8.6,-4.2,1018.6,1027.3,14.06,2.6,1099.973803
20170204,2.9,-3.3,8.1,-3.6,1012.4,1021,8.01,2.3,1144.076934
20170205,3.2,1.2,5.5,-1,1005.6,1014.1,2.08,2.4,1126.300285
20170206,0,-3.2,4.8,-7.6,1014,1022.8,14.07,2.6,1101.199431
20170207,-0.5,-4.7,5.8,-7.9,1016.7,1025.5,12.28,1.7,1107.745058
20170208,-0.1,-4.1,4.2,-7.1,1010.9,1019.6,8.47,1.2,1108.967999
20170209,-2.9,-5.1,0.6,-10.2,1007.9,1016.7,12.85,0.7,1110.747402
20170210,-4.4,-6.9,-0.3,-12.4,1010.4,1019.2,14.66,-0.7,1142.356363
20170211,-2.9,-7.2,2.6,-9.5,1016.5,1025.4,13.04,0.6,1141.689163
20170212,-0.3,-5.3,5.7,-8.2,1020.5,1029.3,17.04,2,1128.734039
20170213,0.3,-5.8,6,-3.4,1022.3,1031.1,11.33,0.6,1139.046284
20170214,1.6,-2.8,8.1,-5.6,1024.3,1033,16.93,3.8,1151.623053
20170215,2.2,-5.4,10.8,-7.2,1021.7,1030.4,15.43,2.9,1107.963006
20170216,7.3,-3.4,15.5,0.9,1012,1020.5,15.09,5.6,1120.200779
20170217,4.6,-2.7,11.8,-3,1013,1021.6,15.84,7.8,1073.789878
20170218,-1,-6.2,4.8,-12,1017.7,1026.6,18.2,2.4,1147.683824
20170219,3.1,-4.9,9.2,-3.6,1008.4,1017,11.31,1.9,1130.388224
20170220,1.3,-4.9,7.2,-4.5,1009,1017.6,15.09,5.4,1104.870322
20170221,0.6,-6.9,9,-9.6,1020.7,1029.5,17.83,3.5,1117.00018
20170222,3,0.2,4.1,0.1,1007.1,1015.7,1.65,2.8,1120.180752
20170223,0.5,-3,5.3,-6.5,1011.1,1019.8,17.07,4,1125.819922
20170224,0.6,-5.4,6.9,-8.1,1016.4,1025.1,19.45,3.6,1129.065147
20170225,3.5,-2.7,10,-4.8,1014.1,1022.8,19.32,4.3,1141.247941
20170226,4,-0.8,10.5,-4.7,1016.3,1024.9,18.79,4.8,1136.369909
20170227,4.2,-2.5,12,-5.4,1018.6,1027.3,18.64,5.1,1115.107383
20170228,5.3,-2.7,14,-5.2,1016.7,1025.3,19.39,5.7,1104.981529
20170301,6.1,1,12.8,-2.8,1007.9,1016.4,10.55,5.9,1071.737623
20170302,3,-1,8.3,-2.8,1007.8,1016.4,15.37,6.3,1060.683017
20170303,4.2,-3.6,12.5,-5.2,1012.3,1020.9,19.68,5.6,1059.487566
20170304,6.1,-1.2,15.1,-4.9,1010.6,1019.1,19.45,6.1,1067.953459
20170305,6.3,0,14.6,-2.6,1007.9,1016.4,15.51,6.8,1084.023741
20170306,1.8,-1.6,6.7,-9.7,1008.5,1017.1,21.82,6.1,1076.637272
20170307,-0.2,-2.6,4,-8.7,1008.9,1017.6,20.2,3.9,1088.454062
20170308,1.4,-3.7,6,-5.6,1007.3,1015.9,15.6,3.4,1064.936329
20170309,4.7,-1.1,10.7,-3.4,1005.8,1014.3,18.76,5.5,1074.247031
20170310,5.9,-1.5,13.4,-6.1,1011.3,1019.8,21.84,7.8,1109.458967
20170311,7.4,-1.9,17.1,-5.9,1015,1023.5,20.67,9.3,1072.767865
20170312,8.9,0.3,16.8,-4.6,1012.6,1021,16.28,9.4,1042.90209
20170313,8,2.7,13.8,-1.9,1009.8,1018.3,20.41,12,1101.805984
20170314,5.6,-0.1,12,-5.2,1010.6,1019.2,22.61,10.2,1087.804778
20170315,5.9,-1.8,12.8,-5.4,1014.7,1023.3,21.98,10.2,1076.141556
20170316,6.3,-1.2,13.8,-5,1013.6,1022.2,20.24,9.8,1110.918673
20170317,7.6,-1.4,16.6,-6.7,1015.3,1023.8,22.3,11,1075.317355
20170318,8.8,2.9,18,-6,1016.2,1024.7,17.58,11.5,1096.194618
20170319,10,0.7,19.2,-3.9,1017,1025.5,21.92,13.2,1070.965857
20170320,8.6,2.7,13.6,0.7,1011.3,1019.7,7.39,9.1,1086.145827
20170321,8.4,4.9,13,-1.8,1008.4,1016.8,22.58,13,1079.104871
20170322,7.6,0,14.6,-4.4,1012.8,1021.3,19.04,11.6,1091.732554
20170323,9.5,4,16.6,-4.7,1012.2,1020.6,18.19,12.7,1088.0619
20170324,9,1.7,15.6,-3.1,1012.6,1021,18.1,11.9,1081.613417
20170325,7.6,6.4,9.9,3.7,1011.7,1020.2,7.68,9.9,1036.413621
20170326,7.1,4.6,10.5,2.1,1010.5,1019,10.29,10.7,1063.949294
20170327,6.4,3.5,11.1,0.9,1012.3,1020.8,10.9,8.3,1074.620618
20170328,7.9,0.9,14.2,-0.4,1015.2,1023.6,18.45,10.7,1084.229752
20170329,9.7,4.3,16.8,1.7,1013.9,1022.3,22.29,14.1,1094.936978
20170330,11.2,2.1,19.5,-1.1,1013,1021.3,23.78,15.2,1099.291832
20170331,10,8,14.6,5.8,1010,1018.4,9.12,13.2,1123.556654
20170401,9.1,5.2,13.6,2.9,1007.7,1016.1,14.56,11.6,1043.766141
20170402,9.3,1.9,17.1,-1.2,1010.7,1019.1,24.19,12.5,1059.560418
20170403,12,3.6,21.3,-0.8,1015,1023.4,25.31,15.5,1040.531447
20170404,14.2,4.1,22.8,-1.5,1015.5,1023.8,21.78,16.7,1046.177744
20170405,12.8,10.7,14.2,7.6,1009.2,1017.5,4.32,12.7,1026.391134
20170406,13.8,11.2,16.7,12,1004.3,1012.4,11.23,15.4,1062.785522
20170407,16.2,9.5,24.6,8.9,1005.6,1013.7,22.98,17.6,1043.681695
20170408,16.7,10.2,24.6,9,1004.1,1012.3,23.79,18,1049.950992
20170409,14.4,11.9,19.7,6.7,1006,1014.2,21,17.6,1023.18665
20170410,15.1,9.4,21.4,-0.6,1003.6,1011.7,25.92,18.1,1064.791402
20170411,12.5,8.2,19.4,6.3,999.2,1007.4,20.04,15.2,1073.911964
20170412,12.1,5.7,18.4,-7.4,1007,1015.3,26.91,14.5,1042.133491
20170413,13.2,5.7,20.1,3.1,1009.1,1017.3,24.96,15.2,1020.927545
20170414,16,10.5,20.9,4.3,1004.7,1012.9,19.74,16.6,1059.106027
20170415,18.7,12.5,25.6,8.9,1005.9,1013.9,26.71,20.6,1042.919877
20170416,19.9,10.6,28.6,5.5,1006.1,1014.2,24.72,21.4,1052.054056
20170417,13.7,11.8,18.9,10.8,993.8,1001.9,3.39,13.8,1078.304875
20170418,13.8,10.3,21.5,9.2,992.2,1000.3,16.84,15.1,1033.093466
20170419,13.4,7.2,20.4,2.3,1002.7,1010.9,27.11,16,1044.988244
20170420,10.9,8.3,14.1,5.7,1004.9,1013.2,5.35,12.4,1015.866153
20170421,12.8,5.8,19.9,5.3,1003.4,1011.6,21.66,15.3,1043.181375
20170422,14.6,8.6,21.1,5,1005,1013.2,23.96,17.6,1061.055043
20170423,15,6.5,23,2.9,1009.4,1017.6,28.74,19.1,1029.27647
20170424,15.2,6.3,23.6,2.9,1010.8,1019,29,20.4,1030.983844
20170425,17,10,22.7,9.3,1010.7,1018.9,18.75,19.3,1055.793651
20170426,15.6,10.1,21.6,2,1007.8,1015.9,26.27,21.5,1055.810655
20170427,13.8,6.7,20.5,-0.3,1004.5,1012.6,28.53,19.9,1054.821677
20170428,15.5,8.6,23.8,4.8,998.8,1006.8,26.66,20.9,1056.540001
20170429,18,9.7,25.2,4.3,999.8,1007.8,28.15,22.8,1050.400393
20170430,20.6,15.2,27.7,10.8,1000.4,1008.3,26.44,24.6,1069.532242
20170501,20.4,12.9,28.7,9.3,1008.2,1016.2,28.55,26.4,1029.4071
20170502,20,12.1,27.5,7.5,1013.3,1021.4,25,25.7,1019.732588
20170503,21.1,11.8,29.6,7.7,1012.8,1020.8,29.79,27.9,995.7848669
20170504,21.4,14.1,28.4,11.8,1008.1,1016.1,21.18,26,1045.417918
20170505,21.7,17.9,28.2,13.7,1005.8,1013.8,21.75,28,1053.293168
20170506,16.5,10.8,23.5,0.9,1008.5,1016.6,27.62,25.2,1030.193588
20170507,18.1,11.8,25.8,4.3,1006.5,1014.6,29.61,25.8,1026.760811
20170508,18.2,12.1,22.9,6.7,1006.4,1014.5,16.62,22,1061.709916
20170509,15.7,12.2,20.3,10.7,1002.8,1010.9,12.38,19.2,1046.11031
20170510,15.6,13.8,18.7,13.1,1002.4,1010.5,10.94,16.8,1019.136104
20170511,18.7,12.6,26.2,14.4,1003.9,1011.9,18.87,20.1,1028.944589
20170512,19.8,15.9,23.9,15.8,1001.4,1009.4,9.62,20,1019.005266
20170513,18.3,13.8,25.3,13.5,999.2,1007.2,21.1,22.5,982.7727579
20170514,16.6,12.1,23,6.6,1002.8,1010.9,31.71,21.9,1053.873478
20170515,16.7,11.1,23.1,8.4,1004.8,1012.9,31.16,24.2,1042.09985
20170516,16.8,11.5,22.6,10.4,1003.1,1011.3,20.01,21.8,1015.968617
20170517,18.7,10.5,26.1,9.8,1003.6,1011.6,29.55,25.7,1028.179848
20170518,20.3,11.9,27.8,10.8,1008,1016.1,27.91,26.6,1055.520861
20170519,21.4,13.1,29.9,8.7,1009.1,1017.1,30.44,29.3,1030.898167
20170520,20.7,12.5,29.2,7.7,1008,1016,26.04,27.3,1052.232278
20170521,21.4,14.3,29.1,10.9,1007.1,1015.1,26.12,28.5,1012.607329
20170522,21.7,13.3,29.4,10.9,1006.2,1014.1,30.86,30.7,1045.982558
20170523,21.1,15.1,26.7,13.3,1002.9,1010.9,18.17,24.8,1054.610832
20170524,20.8,17,26.7,15.9,1000.3,1008.2,21.42,24,1029.612972
20170525,19.7,14,27,11,997.9,1005.9,31.51,25.3,1004.599628
20170526,17.2,11.2,22.8,6.2,1000.4,1008.5,33,25.6,1044.101372
20170527,19.3,11.9,26.3,9.1,1004.3,1012.4,31.59,27.9,1032.756155
20170528,21.4,12.8,29,11.1,1004.4,1012.3,27.72,28.1,1030.744343
20170529,24.1,19.5,30.7,14.4,1004.4,1012.3,28.74,31.1,1047.756972
20170530,23.5,17.1,30,13.9,1002.1,1009.9,23.22,30.1,1068.608868
20170531,22,17.2,28.4,15.3,995.5,1003.3,19.07,25.2,1063.861934
20170601,22,17,26.9,16.1,992,999.8,23.22,26.6,991.4801689
20170602,20.3,13,27.4,8.4,996.5,1004.4,31.96,28.7,1026.075497
20170603,20.4,16.1,26.1,8,1000.2,1008.2,30.77,29.5,1027.257825
20170604,20.8,12,28.4,7.1,1003.8,1011.8,32.34,30.2,986.7956593
20170605,22.6,13.9,29.8,7.3,1007.1,1015.1,29.88,31.7,1019.090191
20170606,18.3,15.7,22.5,12.7,1005,1013.1,8.03,21,973.0820481
20170607,17.9,16,19.7,16.7,997.8,1005.8,4.33,19.7,1005.079361
20170608,20.1,15.6,26.4,14.7,1002.7,1010.7,25.02,23.2,995.6882736
20170609,22,16.2,27.9,14.8,1000.3,1008.3,28.54,26.7,1004.096472
20170610,22.6,19.9,26.6,15.8,999.2,1007.1,19.68,25.6,997.6494516
20170611,22.8,15.9,29.6,7.8,1000.3,1008.2,32.33,30.5,1002.614863
20170612,22.1,16.7,27.4,12.1,1006.2,1014.2,25.05,30.3,1009.815036
20170613,21.7,17.3,27.6,12.5,1006.5,1014.5,26.97,30.7,1033.762412
20170614,22,15.1,28.4,13.4,1003.3,1011.3,29.81,31.5,1016.476689
20170615,23.1,16.8,29.6,15.2,1001.1,1009,29.55,31.4,1003.043852
20170616,25.3,18.1,32.8,14.2,1001.9,1009.7,28.91,33.6,1018.865715
20170617,24.7,16.8,32.3,12,1002.6,1010.4,28.93,32.6,1001.082891
20170618,25.3,17.1,33.8,12.8,1002.3,1010.2,31.39,33.9,1004.440769
20170619,26.1,18.3,33.4,15,1001.4,1009.2,28.64,33.9,993.3314587
20170620,25.4,19.6,31.3,14.6,997.3,1005.1,17.95,29.7,1008.007464
20170621,24.8,20.2,30.4,16.4,998.2,1006,23.94,33.7,1009.890222
20170622,25.3,18.6,32.9,16.3,1000.8,1008.6,28.33,32.7,1018.677566
20170623,27.4,20.1,34.8,15.7,998.2,1006,27.05,35.1,1012.792159
20170624,24.5,20.4,33.5,17.9,995.2,1003,15.69,26.8,1044.144993
20170625,25,20,29.9,19.3,994.7,1002.5,21.46,30.4,995.9502593
20170626,23.9,20.7,29.2,20.1,999.3,1007.1,15.51,32.5,984.528519
20170627,24.6,20.7,29.2,20,1002.1,1010,17.33,29.9,993.7285515
20170628,25.3,21,31.6,20.3,1004.2,1012.1,22.73,29.7,975.5448773
20170629,26.1,21.6,31.1,20.6,1003.2,1011,21.37,29.2,975.5245432
20170630,26.9,22.8,32.2,21,1000.4,1008.2,24.23,33.2,1027.779197
20170701,24.1,22.6,25.1,23.1,1000.2,1008,5.43,25.7,1012.907626
20170702,25.7,24.2,27.6,24.7,1000,1007.8,7.47,27.1,989.3430993
20170703,25.3,24.4,27.9,24.3,998.8,1006.6,8.72,26.3,1027.003241
20170704,25.9,24.1,28.4,24.4,998.5,1006.3,14.01,27.8,1034.861273
20170705,27.8,23.7,32.6,23.2,1002.2,1009.9,24.69,31.8,1013.54291
20170706,26,23.5,31.8,23.7,1002.6,1010.4,13.51,27.5,1017.444163
20170707,26.7,23.5,29.5,24.1,1000.5,1008.3,10.84,28,1009.940223
20170708,26.1,22.6,29.1,24.4,999.5,1007.3,9.18,28.1,998.2720036
