date,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최다풍향(16방위),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),watt
20150728,27.5,24.7,31.4,0,3.8,1.2,200,24.3,83.5,1000.4,1008.1,7.7,20.71,0,7.5,5.8,29.6,1019.566191
20150729,27.1,24.6,31.2,31.8,3.1,1.3,200,25.4,91,999.5,1007.3,4.1,11.07,0,7.3,5.1,27.5,995.493827
20150730,29.4,25.9,34.3,0,4.1,1.8,200,25.3,80,1000.9,1008.6,9.9,25.12,0,3,3,30.8,987.0395834
20150731,29.6,25.5,34,0,3.6,1.7,200,24.6,76.4,1001.5,1009.2,11.9,28.3,0,1.9,1.9,33.1,1014.471064
20150801,29.3,25.4,33.8,0,4.1,1.7,200,24.1,75.4,1002.2,1010,12.6,27.77,0,3.6,2.3,33.8,1071.730311
20150802,28,26,31.7,1.2,3.6,1.8,180,25,84.1,1002.5,1010.3,4.7,13.8,0,8.5,6.5,29.4,1086.121573
20150803,29,25,33.4,0,4.9,2.1,200,22.8,71.4,1001.5,1009.3,13,27.86,0,1.3,0.6,34.7,1098.800368
20150804,28.7,24,33.8,0,5.5,2.6,200,22.6,70.9,999.9,1007.6,12.6,28.01,0,1.1,1,33.7,1066.0861
20150805,29,24.4,33.8,0,4.2,1.9,200,23.2,72.4,1000.9,1008.6,11.1,24.23,0,2,2,35.2,1059.817212
20150806,29.9,24.7,35.2,0,2.9,1.1,320,24.1,72.5,1003.8,1011.5,11.8,26.47,0,3.3,3.3,36.8,1086.649836
20150807,30.6,25.8,36.3,0,3.4,1.2,340,24.2,71,1006.7,1014.5,10.8,23.84,0,2.5,2.1,33.7,1101.345515
20150808,27.7,25,34.3,2.3,5,1.2,360,24,81.6,1005.8,1013.6,7.4,16.6,0,3.9,2.3,31.5,1047.266706
20150809,27.6,23.8,32.3,0,3.1,1.1,320,23,77.8,1003.2,1011,8,22.48,0,6.5,3.8,32.7,1064.560606
20150810,26.3,23.2,29.9,0,2.2,0.9,360,22.4,80.1,1002,1009.8,1.6,14.28,0,8.6,5.1,30.1,1081.340821
20150811,25.9,23.5,28.5,0,3.8,1.1,200,21.8,79.1,1000,1007.8,0,6.78,0,9.8,5,27.8,1084.61369
20150812,25.3,21.8,30.2,0,4,1.6,110,19.6,71.3,997,1004.8,4.9,17.92,0,6,4.3,31.6,1109.347579
20150813,26.4,22.2,32,0,3.5,1.4,200,21.6,76.1,997.3,1005.1,8.3,20.01,0,3.9,3,29.9,1111.246344
20150814,27,21.9,32.8,0,3.1,1.4,200,21.7,75,998.3,1006.1,9.5,22.23,0,2.4,2.4,35.3,1067.208528
20150815,28,22.5,33.6,0,3.2,1.1,320,22.1,72.3,1000.2,1007.9,8.6,22.77,0,4.8,4.6,36.6,1085.396856
20150816,26.7,23,29.7,0,3.7,1.3,360,22,76.1,999.4,1007.2,0.3,10.3,0,7.5,4,29.7,1086.085546
20150817,26.8,21,32.5,0,3.2,1.3,340,20.2,69,1000.1,1007.8,11.2,23.9,0,2.8,1.8,32.2,1094.572749
20150818,27.9,23.1,33.2,0,4,1.5,90,20.6,66.4,1004.5,1012.3,9.5,22.86,0,5.4,2.4,33.9,1087.410921
20150819,26.8,23.5,31.2,0,4.6,2.1,90,20.6,69.8,1005.3,1013.1,2.4,15.25,0,8,3.1,32,1066.841449
20150820,24.8,22.6,28.2,3.5,3.3,1.3,200,21.5,83,1001.9,1009.7,0.2,9.56,0,9.8,5.3,27.1,1090.630851
20150821,24.5,20.9,30.4,4.5,3,1.1,340,21.5,84.5,997,1004.8,6.5,19.58,0,7.3,3.8,27,1070.969861
20150822,25.1,22.2,28.5,0,3.4,1.2,200,21.9,83.3,998.1,1005.9,1.6,11.46,0,8.5,4.5,26.4,1078.740293
20150823,26.1,22.1,31.2,0,2.4,0.9,320,20.6,74,999.2,1007,7.9,20.75,0,8.6,3.9,30,1086.077002
20150824,26.5,24.3,30,0,5.5,2.5,110,20.7,71.1,998.8,1006.6,4.3,15.03,0,9.1,4,29.2,1092.189359
20150825,20.7,19.7,25.3,35.2,3.8,2.1,360,20.1,96.4,992.9,1000.8,0,4.01,0,9.9,5.8,22.6,1107.212243
20150826,23.1,18.9,28.4,0,3.5,1.5,320,17.8,74,998,1005.9,11.5,24.59,0,5.6,3.4,25.5,1056.83972
20150827,23.8,21.3,26.5,3,4.6,1.9,200,20.4,81.8,999.8,1007.7,6.4,14.69,0,4,3.1,26.7,1075.859608
20150828,24.2,20,29.7,0,4.3,1.3,200,20.2,80.1,1000.8,1008.6,10.1,23.79,0,4.4,3.9,27.3,1073.65682
20150829,23.9,19.3,29.7,0,2.5,0.9,320,18.1,73.1,1001.2,1009.1,10.3,23.4,0,2.5,2.1,28.6,1075.187588
20150830,24.5,18.7,30.5,1.9,4.2,1,320,19.1,74.5,1003,1010.9,11.4,23.6,0,3,2.8,28.3,1090.724082
20150831,25.3,20.3,30.3,0,4.8,2.1,90,20,74.5,1003.7,1011.5,10,20.98,0,4.1,2.4,28.3,1100.215838
20150901,25.4,22.2,28.7,0,4.7,2.2,140,18.9,68,1002.2,1010.1,5.1,15.09,0,8.1,4.3,26.2,1129.413625
20150902,23.4,20.6,29.1,3.8,3.6,1.4,110,20.5,85.1,1004.3,1012.2,3.9,11.73,0,8.1,5.6,25.1,1104.21242
20150903,23.8,20.6,28.9,0,3.5,1.3,320,19.8,79.9,1003.4,1011.3,7.9,20.27,0,5,4.5,26.6,1128.532402
20150904,24.9,20,30.5,0,2.5,1.1,230,19.7,75.1,1004.6,1012.4,9.1,20.66,0,4.8,4.3,27.9,1109.56071
20150905,22.9,20.8,27.1,0.1,3.5,1.4,20,19.9,83.5,1001.1,1008.9,1.1,9.02,0,9.4,4.3,24.4,1158.2833
20150906,21.8,19.5,25,0,4.8,2.1,90,17.1,75.8,999.1,1007,1.2,9.46,0,6.9,4.3,23.6,1102.660043
20150907,22.6,16.2,28.5,0,5.4,2.2,50,14.8,63.8,1004.5,1012.4,12.2,26.26,0,2,2,26.4,1112.29505
20150908,21.8,15.4,27.5,0,5.6,2.7,90,11.8,55.1,1007.9,1015.9,12.2,26.5,0,0,0,26.4,1113.926513
20150909,21.4,13.8,28.4,0,3.4,1.7,360,12,57.4,1007.8,1015.8,12.2,25.76,0,0,0,26.2,1134.757324
20150910,21.8,15.5,28.8,0,3.3,1.2,340,14.3,64.5,1006.4,1014.4,12,24.58,0,0.4,0.3,26.8,1128.019634
20150911,21.3,16.6,27.7,1.1,4.6,1.4,200,17.5,80.6,1002.8,1010.8,6.9,15.34,0,5.4,3,23.9,1125.410755
20150912,17.8,14.6,21,13.5,4.2,1,320,15.3,86.4,1002.6,1010.7,1.1,7.65,0,8.6,6,20.1,1111.766895
20150913,18.7,13,25.6,0,3.9,1.2,320,11.7,68.3,1009.4,1017.5,11.7,23.64,0,1.5,1.5,21.7,1101.546847
20150914,19.9,12.8,27.6,0,3.7,1.3,90,12.2,64.5,1013.8,1021.9,11.1,22.54,0,3.4,0,22.5,1138.360852
20150915,20.4,13.8,26.3,0,8.1,2.6,110,11.8,60,1012.9,1021,11.2,21.76,0,4.1,1.4,28.5,1128.803373
20150916,20.1,14,25.6,0,4.6,2.1,90,13.3,66.1,1009.8,1017.8,7.2,15.79,0,7.3,3,23.8,1120.105477
20150917,21.5,15.9,28.1,0,5,2.1,90,14.2,64.5,1008.6,1016.6,11.2,22.27,0,2.6,2.1,27.3,1101.013407
20150918,21.6,15.6,28,0,2.8,1,20,15.2,69.3,1008.6,1016.5,11.3,22.41,0,1.5,0.6,29.5,1143.857887
20150919,21.6,16.5,27.5,0,2.7,0.9,320,15.5,70.5,1006,1014,10.2,19.12,0,2.3,2,26,1099.169534
20150920,21.5,15.3,28,0,3.7,1.2,320,15.1,70.4,1004.8,1012.8,9.5,20.27,0,2.6,0.5,25.7,1072.761634
20150921,21.9,15.8,29.1,0,4.4,0.8,320,14.9,68.1,1006.5,1014.5,10.6,21.9,0,0.6,0.6,27,1114.776792
20150922,23.1,16,31.3,0,4.5,1.5,320,13.2,59.1,1007.7,1015.6,11.4,23.04,0,0.9,0.3,27.5,1134.67706
20150923,20.5,17.7,23.8,0,3.3,1.3,110,15.6,74.5,1003,1011,0,6.79,0,7.6,2.9,22.4,1131.436991
20150924,22,18.1,27.3,0,3.2,1.4,110,16.6,72,999.7,1007.6,5.1,12.49,0,6.8,3.9,24.7,1121.970679
20150925,22.1,17.8,27.5,0,3.2,0.9,320,16.3,71.8,999.9,1007.8,5.8,14.89,0,5.4,4,25.1,1143.20334
20150926,20.9,16.1,26.4,0,2.7,0.9,340,15.5,73.3,1003.6,1011.6,6.4,14.06,0,2.8,1.3,24.1,1117.353921
20150927,20.8,13.3,29.5,0,2.6,1,320,12.3,63.1,1007.1,1015.1,11.1,21.82,0,0.1,0,25.3,1098.80874
20150928,22.2,13.3,30.9,0,2.9,1,320,10.4,53,1010.9,1018.9,10.2,20.45,0,3.3,2.4,25.7,1134.713704
20150929,23,16.3,30.1,0,5.7,1.9,70,12.1,51.5,1014.8,1022.9,11,20.86,0,2.5,2.3,27.8,1138.176395
20150930,21.1,18.2,25.9,0,6,3.8,110,12.4,58.3,1013.2,1021.2,1.7,11.49,0,8.1,3.4,25.3,1144.469093
20151001,18.1,13.3,23.3,49.8,6,2.5,290,15.3,84.6,996,1004,0,1.93,0,8.6,6.1,19.4,989.9248764
20151002,15.7,8.1,22.5,0,3.8,1.8,200,7.7,61.6,1007.5,1015.7,11.2,21.06,0,1.3,0.9,17.2,1036.522592
20151003,19.2,14.1,25.5,0,3.5,2,200,12.9,68.4,1011.4,1019.5,10,17.18,0,2.9,0.9,19.4,1001.506141
20151004,16.5,10.5,23.8,0,2.3,0.9,340,7.1,56.3,1017.8,1026.1,6.5,17.37,0,5.4,0,18.3,983.9471419
20151005,17.8,11.8,25.4,0,2.8,0.9,320,9.3,60.5,1015.6,1023.7,10.8,19.85,0,1.6,0,19.5,1024.255043
20151006,17.6,10.1,26.1,0,2.7,0.8,320,9.3,61.9,1013.1,1021.3,10.6,19.37,0,0,0,19.5,1031.081468
20151007,18.1,11.1,26.7,0,1.9,0.7,360,12.1,70.9,1009.5,1017.6,6.9,15.64,0,4.3,3.1,18.1,1042.601327
20151008,18.5,13.7,25.6,0,4.5,1.1,200,13.2,73.1,1004.6,1012.7,8.7,15.39,0,4.5,4.5,19.4,1061.051869
20151009,16.4,11,21.6,0.7,5.1,1.8,270,7.3,60,1003.7,1011.9,9.9,20.06,0,2.5,1.8,19,1003.16753
20151010,14.4,9.2,21.7,11.1,5.8,1.6,200,9.4,75.3,1002.4,1010.6,8.5,14.65,0,5.3,4,16.4,1054.341543
20151011,12.2,8.7,16.1,4.9,4.3,2,200,9.3,83.4,1005.6,1013.8,6.2,12.02,0,7,4.9,14.1,1015.421924
20151012,13.6,10.7,18.7,0.7,5.4,1.8,320,7.9,71.6,1009.8,1018.1,8.3,16.28,0,3.8,3.8,14.4,1021.311228
20151013,14.7,7.7,22.2,0,3,1.3,200,8.8,71.4,1012.8,1021.1,10.7,18.87,0,0,0,15.3,1022.458678
20151014,16.4,10.1,24.4,0,2.4,0.8,320,11,74.4,1012.8,1021,10.3,18.43,0,0.5,0.3,16.8,1018.949483
20151015,16.9,10.8,24.5,0,3.2,1,290,11.4,73.3,1011.9,1020.1,9.7,17.03,0,2.1,1.9,17.8,993.4571319
20151016,16.2,11.3,22.7,0,2.5,0.8,320,12.8,81.9,1012,1020.2,5.9,12.51,0,1.3,1.3,17,1052.804528
20151017,17,11.6,25,0,1.8,0.8,320,12.6,78.4,1012.7,1020.9,8.4,16.39,0,2.5,2.5,18.2,1023.655818
20151018,16.5,10,24.5,0,2.6,0.9,320,11.4,74.9,1012.3,1020.5,10.1,16.64,0,0.1,0,17.1,1022.800964
20151019,17.1,11.2,24.5,0,3,1,320,11.3,72.4,1009.5,1017.7,8.7,14.34,0,1.5,0,17.2,999.3984194
20151020,16.6,11.2,23.1,0,1.8,0.8,340,13,81.1,1009.4,1017.6,6.9,12.99,0,0,0,17,1005.285675
20151021,17.3,12,24.4,0,2.8,0.9,320,13.4,80.4,1011.2,1019.4,7.4,13.43,0,0,0,17.5,995.9349158
20151022,17.8,12.3,24.6,0,4.8,1.3,110,13.5,78.4,1012.7,1020.9,7.9,13.89,0,1.9,1.9,18.1,1001.73948
20151023,17.4,14.7,21.7,0,4.9,1.3,200,13.6,79.9,1011.5,1019.6,6,11.29,0,3.3,3.3,17.9,1014.878099
20151024,16.1,12.1,21.5,0,3.5,1.3,320,12.9,82.3,1011,1019.1,3.1,7.41,0,5.4,5.1,16.7,1010.860375
20151025,15.7,9.8,22.7,0,5.1,1.7,320,7.7,63.1,1015.6,1023.8,10,16.65,0,0.8,0.3,16.4,1010.853671
20151026,16.9,12.2,22.7,0,4.7,2.5,110,8,57,1011.4,1019.5,7.4,13.75,0,6.3,4.6,17.1,1016.42785
20151027,12.9,8.8,16.5,26.4,4.7,2,320,8.8,77.1,1004.1,1012.3,2.9,4.96,0,6,4.3,13.7,1051.353677
20151028,11.6,5.7,17.5,0,3.7,1.2,320,5.3,68.3,1011.8,1020.1,9,15.48,0,2.3,2.3,11.8,1032.199573
20151029,10.8,6.5,16,0.5,4.9,1.5,320,0.6,51,1015,1023.4,7.4,13.08,0,5.4,3.5,11.5,1014.656141
20151030,7.3,3.4,12.5,0,4.3,1.8,340,-1.5,55.8,1019.4,1027.9,9.8,15.93,0,1.5,1.5,9.5,1000.371275
20151031,6.1,-0.1,13.3,0,3.1,1.2,340,-1.7,59.9,1021.9,1030.5,10,16.2,0,0,0,7.7,997.8967151
20151101,5.7,1,9.1,0,1.9,0.7,320,1.6,76.1,1018.1,1026.6,0.1,5.05,0,7.6,6.4,6.1,1029.683181
20151102,9.4,4.1,16.4,0,4.2,1,320,4.6,74,1015.4,1023.8,6.8,11.73,0,3.8,3.8,9.2,1027.10907
20151103,10.9,5.2,18.9,0,2.3,0.9,320,5.8,74.4,1020.9,1029.3,9.2,14.62,0,0.9,0.9,10.8,1020.461297
20151104,11,3.7,20.4,0,2,0.9,290,5.1,70.8,1020.6,1029,9.5,15.19,0,0.8,0,10.7,989.9776719
20151105,12.5,6.9,20,0,2.1,0.9,340,6.8,70.8,1017.5,1025.9,6.7,11.16,0,3.3,1.8,11.7,990.4304972
20151106,14,7.7,21.4,0.6,5.7,2.8,110,8.9,75,1017.2,1025.5,4.9,9.93,0,6.1,3.3,12.7,985.5616393
20151107,13.4,12.5,14.1,21.2,5.3,2.6,140,12.2,92.5,1013.4,1021.7,0,1.33,0,10,5.4,13.1,1012.076538
20151108,13.9,13.4,14.5,15.5,2.5,0.8,340,13.4,97,1007.6,1015.8,0,1.5,0,10,6.3,14.4,1015.448219
20151109,13.1,11.5,15.2,1.7,3,1.4,320,10.6,85.8,1009.8,1018.1,0.7,4.44,0,9.5,4.9,13.8,1026.059818
20151110,11,8,14.5,0,2.5,0.9,320,7.4,79.6,1015.4,1023.8,3.1,7.5,0,6.3,6.3,11.6,1028.428653
20151111,11.9,6.8,18.3,0,2.4,0.8,20,7.9,78.9,1019.7,1028.1,5.2,10.51,0,5.9,3.3,11.5,999.2700676
20151112,13.6,8.8,19.4,0,5.4,2,110,9.6,78,1021.1,1029.4,5.7,10.89,0,4.9,3.9,13,1004.903225
20151113,12.2,11.1,13.6,30.7,5.3,2.5,110,10.2,88.4,1012.3,1020.6,0,1.38,0,9.9,5.8,11.5,1019.777323
20151114,13.5,12.2,15.7,3.7,1.8,0.5,320,12.8,95.4,1006.3,1014.5,0,2.85,0,9.8,6.9,13.8,1031.653659
20151115,13.5,9.8,17,0,2.3,0.7,270,11,86.4,1012.2,1020.4,2.1,6.19,0,7.3,6.4,13.6,1013.953695
20151116,11.7,8.4,14.2,26.3,2.3,0.7,290,10.9,94.8,1008.8,1017.1,0.1,3.76,0,9.5,6.3,12,1009.533763
20151117,13.7,12.1,15.1,1.5,1.9,0.9,340,13,95.8,1009.8,1018,0,2.3,0,8.6,5.5,13.8,997.4864521
20151118,12.1,10.2,13.5,1.9,5.2,2.8,110,9.2,83.1,1011.8,1020.2,0,1.44,0,9.4,6.9,12,997.6874905
20151119,10.3,9.5,11.3,1.8,5.2,2.3,110,8.3,88,1014.4,1022.8,0,1.87,0,9.4,6.5,10.5,1040.824196
20151120,11.2,8.7,15.1,0,1.8,0.8,340,8.4,83.9,1015.8,1024.1,3.5,8.32,0,7.3,3.8,12.7,988.3677861
20151121,10,7.6,13,0,1.7,0.7,340,6.8,80.9,1018.7,1027.1,0.8,5.19,0,7.4,2.6,10.7,1005.563467
20151122,11.9,6,17.1,0.1,4.9,1.5,110,8.2,78.4,1018.9,1027.3,4.2,8.58,0,7.3,5,11.9,1003.447139
20151123,10.8,9.6,13.3,9.6,4.2,1.1,360,10,95.1,1016.3,1024.7,0,1.92,0,10,5.9,11.6,985.0668133
20151124,7.9,5.1,9.6,0.8,4.8,1.8,340,4.4,79.3,1016.9,1025.4,0,4.69,0,9,5.5,9.3,993.3133532
20151125,5.7,3.4,7.2,8.7,3.9,1.5,320,4.2,90.9,1010.5,1019.1,0,1.61,0,9.9,6.3,7.5,995.9836233
20151126,0.4,-1.2,3.4,1.9,4.4,2.1,320,-2.5,80.3,1008,1016.7,3.2,6.02,2,6.8,6.3,2.9,991.4174723
20151127,0.1,-2.3,2.6,0,2,1,360,-2.4,83,1017,1025.7,0.5,4.3,0,8.6,8.6,2.7,983.2869938
20151128,3.5,0.7,8,0.1,2.1,0.7,20,0.8,82.6,1021.3,1030,1.5,5.67,0,7.9,7.9,5.1,1002.074396
20151129,6.8,3.5,11.2,0,2.9,0.8,270,3.3,79.4,1018.1,1026.6,1.4,6.04,0,8.6,6.4,7.2,1009.181786
20151130,6.9,2.3,11.1,0,3.7,1.6,340,3.1,77.9,1015.9,1024.4,5.3,8,0,5,5,6.8,1002.119211
20151201,4.4,-1.4,12.4,0,2.5,0.8,320,-0.3,75,1016.8,1025.4,6.8,10.6,0,2.3,1.3,4.6,1079.353978
20151202,6.2,3,9.7,6.7,4.3,1.3,320,3.4,83.8,1008.3,1016.8,0,1.46,0,7.9,5.5,5.7,1062.864021
20151203,2.6,-0.6,6.8,3.6,5.6,2.8,290,-2.2,72.9,1006.4,1015,5.1,7.42,4,7.8,7.8,2.7,1049.244025
20151204,1.8,-1.4,4.3,0.5,2.3,0.9,20,-0.5,85.3,1014.3,1023,2.6,6.03,5.1,8.3,8.3,3.1,1075.467968
20151205,5.4,3.3,8.2,0,2.8,1.4,200,0.2,69.6,1017.2,1025.8,0.3,3.06,0,8.4,5.4,4.5,1053.966556
20151206,2.1,-1.6,6.9,0,1.8,0.8,340,-4.3,63.4,1020.1,1028.8,4.2,7.52,0,5.8,0,3.1,1045.053202
20151207,2.1,-4,9.4,0,2.3,0.9,340,-2.9,71.5,1022.1,1030.8,8.7,11.5,0,2.5,0.6,2.7,1087.954051
20151208,3.4,-1.7,10.4,0,2.6,0.9,320,-2.7,67.4,1024.3,1033,8.7,11.25,0,0,0,3.1,1068.237466
20151209,5.2,-1.4,12.9,0,1.9,0.7,320,0.2,71.8,1021.5,1030.2,5.8,8.85,0,6.4,1.1,4.1,1073.481899
20151210,8.1,6.4,9.6,10.3,2.3,0.9,340,6.7,91.6,1010,1018.4,0,1.73,0,9.9,5.9,7.3,1052.70556
20151211,7.3,4.8,9.9,0.3,2.4,1.2,340,4.6,84,1009.4,1017.8,0.4,3.13,0,7.1,4.9,7.7,1047.641412
20151212,7.3,2,12.8,0,4.8,1.9,110,0.5,63.4,1016.2,1024.7,8,11.12,0,3.5,3.5,5.5,1089.596344
20151213,8.3,5.4,14.2,0,2.8,1,320,2.2,67.4,1015.2,1023.7,5.6,9.16,0,6.9,4.5,7.9,1062.784918
20151214,7.2,5.4,8.9,9.9,1.6,0.7,320,5.3,88.8,1012,1020.4,0,2.04,0,9.8,6.8,7.1,1069.95288
20151215,6.5,4.3,8.8,0.7,4,1.7,320,2.6,77.6,1010.7,1019.2,2.3,4.69,0,8.9,6.6,6.8,1069.715787
20151216,0.6,-2.8,4.4,2.8,3.5,1.8,320,-1.8,84.3,1011.4,1020.1,0.8,2.59,3.2,7.8,7.3,2.6,1061.082951
20151217,-2.7,-5.9,1.3,0,4,1.6,320,-7.6,70.4,1019.5,1028.4,8.1,10.34,0.8,2.1,2.1,0.6,1047.665702
20151218,-0.7,-6.7,4.5,0,2.5,0.8,340,-4.4,76.5,1024.5,1033.4,3.2,7.44,0,5.5,5.5,0.1,1055.365124
20151219,1.8,-1.7,8.5,0,1.8,0.8,320,-1.9,78.3,1026.4,1035.2,6.2,10.22,0,2,2,2.9,1031.749269
20151220,1.1,-2.6,4.6,0,1.6,0.6,320,-1.4,83.8,1021.2,1029.9,0.1,3.75,0,7.1,3.3,1.2,1068.00316
20151221,4.3,0.3,10.8,1.2,3.6,1.2,320,2.2,88,1018.3,1026.9,5.1,6.95,0,5.6,4.1,4.6,1074.714724
20151222,3.5,-1.1,8.9,0.1,1.8,0.8,20,0.4,81.9,1019.8,1028.5,4.1,8.12,0,8.9,7.8,4.3,1068.603596
20151223,5.7,3.3,7.4,2,1.8,0.6,320,5,95.5,1013.9,1022.5,0,1.19,0,9.6,7.3,5.7,1057.950645
20151224,3,0.9,7.6,0,3.5,1.1,320,-0.5,79.5,1012.6,1021.2,3.5,7.07,0,6.4,4.5,4.7,1083.363005
20151225,1,-3,5.9,0,3.4,1.5,340,-8.9,52.9,1013.2,1021.9,8.9,12.03,0,1,1,1.8,1092.318028
20151226,4.2,-0.7,11,0,3.3,1.5,340,-1.8,66.3,1012.2,1020.8,5.8,8.2,0,2.5,2.5,2,1065.329772
20151227,-2,-5.7,3.2,0,3.4,1.3,340,-11.1,52,1021.4,1030.2,8.9,12.03,0,0,0,0.5,1063.319266
20151228,-3.2,-7.6,2,0,4.3,1.2,340,-10.4,59.4,1024.9,1033.9,7.5,11.12,0,2.5,2.5,-1.2,1057.200169
20151229,-1.3,-7.2,5.4,0,2.4,0.9,320,-7.9,63.4,1024.9,1033.8,7.7,10.8,0,2.9,1.5,-0.5,1086.862631
20151230,1.2,-4.9,8.1,1.6,3.6,1.1,180,-3.2,75.1,1021,1029.7,7.6,10.53,0,4.6,2.1,0.8,1062.904609
20151231,1.5,-1.9,5.8,0,3.5,1.1,340,-1.4,82.5,1022.6,1031.4,4.7,7.19,0,4,4,2.1,1075.230944
20160101,1.6,-4.2,7.7,0,4.4,1.1,320,-2.2,77.4,1023,1031.8,5,9.22,0,5.5,4.6,1.7,1151.610339
20160102,6.6,2,12.3,0,3.7,1.2,110,2.6,76.5,1015.1,1023.6,6.4,7.95,0,5.3,5.3,4,1171.487543
20160103,6.9,1,14.1,0,3,0.9,110,3.9,83.5,1011.4,1019.9,7,9.32,0,4,3.5,4.5,1179.63169
20160104,5.1,-0.5,9.6,0,3.8,1.8,340,-2.1,62.5,1015.1,1023.7,7.1,10.41,0,3.6,2,5.4,1161.722761
20160105,-0.6,-3.4,3.7,0,2.8,1.2,340,-11.5,45.4,1018.9,1027.7,4.8,7.72,0,4.5,1.9,1.1,1179.41175
20160106,-0.1,-5.6,5.4,0,2.5,1,340,-6.4,62.9,1017.2,1025.9,3.6,7.72,0,7.3,6.6,0.4,1178.077273
20160107,0.1,-2.6,4.1,0,3.9,1.7,340,-7,59.4,1016.2,1024.9,8.4,11.19,0,4.9,3.6,1.3,1201.155527
20160108,-1,-4.2,3.4,0,3.9,1.2,340,-7.6,62,1015.2,1024,8,8.96,0,5.6,5.6,0.1,1185.863691
20160109,1.4,-1.9,6.1,0,2.6,1.1,320,-5.4,60.8,1016.7,1025.4,6.4,9.35,0,7.3,7.3,1.5,1153.343235
20160110,1.2,-1.8,5.4,0,3.7,1.5,340,-4.9,63.8,1018.2,1026.9,3.4,6.69,0,4.3,3.6,1.4,1164.171614
20160111,-1.8,-5.4,3.8,0,3,1,360,-10.1,54.6,1018.1,1026.9,8.7,11.6,0,1.6,0,-0.3,1154.604462
20160112,-2.7,-7.5,3.4,0,3.7,1.3,320,-10.3,58.8,1015.7,1024.5,8.8,12.18,0,1.6,0.4,-1.7,1175.950097
20160113,-1.5,-3.7,1.5,0.2,3.4,1.4,200,-5,77.4,1012.3,1021.1,4.6,7.48,0.4,7.5,7.5,-0.8,1180.185587
20160114,-1.3,-6.5,3.7,0,3.7,1.4,200,-8.9,57.5,1013.8,1022.6,8.1,11.84,0.3,3.6,3.6,0.8,1165.69938
20160115,0.5,-3.7,6.4,0,2.7,0.9,320,-4.5,70.5,1013.1,1021.8,6.4,9.25,0,3.3,3.3,-0.3,1200.473665
20160116,0.9,-4.4,8.2,0,1.7,0.8,320,-3.6,73.8,1014.2,1023,5.8,9.52,0,3.4,2.3,0.1,1174.720187
20160117,1.7,-1,5.3,3.8,3.5,0.8,320,-0.9,84,1008.8,1017.4,0,2.95,0,9.1,4.1,0.9,1168.853616
20160118,-3.1,-8.5,1.6,3.5,6.3,3.2,320,-6.9,75.5,1006.2,1015,4.3,6.16,3,7.8,7,-0.1,1161.634579
20160119,-8.3,-11.2,-5.3,0.4,6.9,3.2,320,-13.6,66,1014.4,1023.4,8.5,11.99,4.3,5.3,5.3,-1,1185.130343
20160120,-8.1,-12,-3.5,0,3,1,360,-13.2,67.9,1022.1,1031.2,6.6,10.05,0.4,5.3,2.5,-2.3,1213.348506
20160121,-5.7,-8.8,-0.5,0,2.9,1,340,-11.7,64.5,1020.4,1029.4,5.3,9.1,0,4.6,0.3,-2,1202.359203
20160122,-5.7,-10.9,-0.3,0,2.7,1.1,320,-13.2,59.1,1023.3,1032.3,8,11.7,0,4.5,0,-3.2,1166.405471
20160123,-8.2,-11.5,-4.7,1.2,5.7,2.2,340,-14.1,64.8,1021.2,1030.3,6.6,10.65,1.2,7.1,6.1,-3.3,1208.250308
20160124,-12.7,-17,-8.7,0.3,4.7,1.4,360,-17,70.5,1017.6,1026.9,3.8,7.27,1.7,3.1,3.1,-3.8,1159.731471
20160125,-7.8,-14.2,-2.1,0.1,2.6,0.9,320,-11.6,75.1,1020.9,1029.9,7.8,12.09,1.8,3,3,-3.5,1164.865004
20160126,-1.8,-6.3,3.5,0.4,2.5,1,200,-5.6,76.3,1019.5,1028.4,3.7,8.49,0.5,7.3,7.3,-1.1,1193.691007
20160127,-0.1,-4.8,5.8,0,4.4,1,320,-5.1,71.6,1021.8,1030.6,9,11.95,0,1.5,0.3,-0.3,1216.080656
20160128,-0.4,-5,2.4,0.1,3.3,0.8,320,-3.8,78.4,1020.1,1028.9,0.2,3.17,0,8.3,5.3,-1,1200.93983
20160129,3,1,5.7,1.6,4.3,1.5,360,-0.1,81.1,1015.8,1024.4,0,3.72,0,9.5,5.3,0.9,1181.626868
20160130,3.3,-1.1,10,0,3.1,1,340,-0.3,78.8,1017.4,1026.1,6.3,11.46,0,6,4.5,3.3,1200.345061
20160131,-1.5,-4.2,2.9,0,3.6,1.5,320,-8.4,61.4,1021,1029.8,8.5,11.7,0,3.6,0,0.7,1181.728705
20160201,-3.9,-7.4,1.7,0,4.9,1.6,320,-12.1,54.9,1021,1029.9,9.3,14.95,0,0.8,0,-0.4,1158.441005
20160202,-3.9,-9.7,2.6,0,3.1,1.2,340,-12.7,53.1,1020.2,1029.1,9.6,15.45,0,0,0,-1.2,1126.735296
20160203,-1.9,-9.1,5.4,0,3.8,1.1,320,-8.6,62.3,1019.7,1028.6,9.5,14.83,0,0.5,0.3,-0.8,1144.329875
