date,평균기온(°C),최저기온(°C),최고기온(°C),평균 이슬점온도(°C),평균 현지기압(hPa),평균 해면기압(hPa),합계 일사량(MJ/m2),평균 지면온도(°C),elec
20160612,24.9,23.1,27.4,21.3,997.9,1005.7,12.03,28.1,716754.262777661
20160613,24.6,20.8,29.6,18.9,994.2,1002.0,24.26,32.1,717691.2688124345
20160614,24.2,19.4,30.3,18.7,995.3,1003.1,26.42,31.8,717243.3777348258
20160615,22.3,20.3,26.1,18.6,993.1,1000.9,8.72,25.0,717632.479368902
20160616,21.7,19.1,25.8,17.8,993.0,1000.8,16.56,23.0,718067.888443232
20160617,23.3,16.4,29.3,16.2,1001.0,1008.9,28.6,27.1,718689.6177158796
20160618,25.1,18.5,31.0,18.0,1003.3,1011.1,29.06,32.3,716808.1174353609
20160619,25.7,21.7,30.1,17.8,1000.2,1008.0,28.9,33.9,718079.5371795244
20160620,24.2,20.0,29.5,19.6,998.8,1006.7,19.67,30.8,718623.3516969866
20160621,26.1,19.7,32.0,20.1,999.1,1006.9,22.89,32.7,716622.9001689659
20160622,25.4,23.2,31.1,21.3,997.2,1005.0,15.23,29.0,718257.3756347531
20160623,26.2,20.9,31.7,20.5,998.1,1005.9,26.41,34.9,717618.4096770956
20160624,22.2,19.4,24.8,20.4,992.1,999.9,8.24,24.4,718190.462245896
20160625,22.9,18.8,27.7,16.6,996.4,1004.3,28.59,26.7,718561.4789554349
20160626,23.9,18.7,30.0,17.9,1001.7,1009.5,28.93,29.2,717692.1883934697
20160627,23.3,18.8,28.3,17.7,1002.0,1009.9,16.32,27.0,717596.0358368914
20160628,24.0,18.0,30.1,18.7,1002.9,1010.8,22.65,26.9,719750.2890797794
20160629,24.8,21.2,28.2,19.7,1002.9,1010.7,17.27,28.3,716596.447433637
20160630,25.5,23.1,29.2,22.1,1002.6,1010.4,12.27,28.9,716645.0728370013
20160701,25.0,23.3,29.8,22.9,997.8,1005.6,7.79,25.7,725686.3126406884
20160702,24.5,22.2,28.0,21.9,997.5,1005.3,16.12,27.7,724724.8914509689
20160703,22.7,20.4,24.4,21.1,1001.8,1009.7,6.18,23.8,727019.0716783212
20160704,22.1,20.0,24.6,21.5,1001.5,1009.5,3.42,22.3,726017.4735607242
20160705,25.8,22.1,30.4,23.9,1002.8,1010.6,13.38,27.6,725409.9261359972
20160706,24.3,22.8,27.1,23.3,1006.1,1014.0,7.66,26.0,727298.2940308725
20160707,25.7,22.6,30.3,23.1,1006.5,1014.3,22.69,29.8,726201.0520402888
20160708,26.9,21.6,32.6,22.2,1001.9,1009.7,28.51,32.1,726249.1519402801
20160709,27.5,22.7,33.1,22.5,998.5,1006.3,28.52,32.9,725895.1312353177
20160710,27.2,22.2,32.0,22.1,997.0,1004.8,22.85,31.2,726988.9908847156
20160711,27.1,23.9,32.9,22.9,996.4,1004.1,16.95,29.7,725740.5437795272
20160712,25.7,23.2,28.4,23.2,994.5,1002.3,12.11,27.0,726387.1201390863
20160713,26.3,23.1,30.4,22.1,993.6,1001.3,21.09,29.7,726536.2584765856
20160714,26.1,22.1,31.0,21.4,994.2,1002.0,22.16,32.1,725642.3138667323
20160715,25.9,22.7,30.0,20.1,996.0,1003.7,19.03,32.6,725239.9491788493
20160716,22.1,20.3,24.5,20.7,993.0,1000.8,4.32,22.5,725566.6459959357
20160717,23.3,21.1,26.4,20.1,999.8,1007.6,15.99,26.7,726674.3529152311
20160718,24.3,20.9,28.9,20.1,1002.7,1010.5,20.07,28.9,726596.8063894475
20160719,26.7,20.3,32.4,22.0,1003.2,1011.0,23.95,31.3,725979.1435439567
20160720,27.3,23.8,31.8,22.7,1004.1,1011.9,27.09,33.4,726503.5538430052
20160721,27.0,22.2,31.6,21.9,1003.7,1011.5,27.1,34.3,727790.2512251873
20160722,28.4,23.6,33.2,22.7,1002.1,1009.9,25.54,33.1,726692.9817938048
20160723,29.5,24.8,33.6,24.0,1001.5,1009.2,22.89,36.8,725782.5584196241
20160724,29.6,26.4,32.9,25.0,1002.7,1010.4,21.88,36.8,724838.4896096219
20160725,29.2,26.9,32.5,24.2,1002.9,1010.7,15.99,33.1,726126.1170190807
20160726,29.0,24.2,33.3,23.4,1000.2,1007.9,24.52,36.2,726391.9295937462
20160727,28.7,25.9,31.8,24.3,997.7,1005.4,15.47,32.1,724484.1303309902
20160728,28.9,25.1,32.3,22.8,998.7,1006.4,25.33,36.5,726281.8829413225
20160729,28.2,24.1,32.5,24.4,1001.5,1009.3,17.61,34.4,726262.7021840737
20160730,29.1,26.3,34.0,25.4,1003.6,1011.4,17.79,35.4,725695.3260222373
20160731,29.9,26.2,34.7,25.1,1003.7,1011.4,24.85,38.3,726612.1388893254
20160801,28.7,25.3,32.9,24.4,1002.4,1010.2,19.06,34.8,774350.4376771209
20160802,27.3,23.9,30.3,23.9,1001.3,1009.0,9.89,31.8,774528.4284446437
20160803,28.3,23.2,34.0,23.1,1001.5,1009.2,23.56,36.2,774402.5756588831
20160804,29.9,24.5,35.5,23.6,1001.7,1009.4,24.22,38.4,775753.9906157053
20160805,30.7,25.5,35.8,23.8,1001.9,1009.6,28.0,39.9,776359.8031687221
20160806,29.6,25.6,35.4,24.1,1000.5,1008.2,22.07,37.1,776510.3309813574
20160807,28.8,24.3,34.9,24.3,999.6,1007.3,21.61,33.4,777396.023778816
20160808,29.7,24.5,34.8,23.9,999.7,1007.4,24.82,33.9,776558.5440681138
20160809,28.4,25.4,34.3,24.4,1000.7,1008.4,16.37,34.4,774866.2836757447
20160810,29.3,25.2,34.6,24.3,1002.2,1009.9,24.91,32.0,776944.1934841956
20160811,29.9,24.4,35.6,23.5,1002.0,1009.7,27.8,35.6,776631.396847105
20160812,30.3,24.9,36.5,23.0,1000.0,1007.7,27.91,37.7,776761.5189801691
20160813,30.2,25.2,36.0,23.8,998.6,1006.3,27.69,38.9,775435.9188307619
20160814,29.9,26.1,35.0,24.8,997.1,1004.7,23.16,38.6,774693.5657285894
20160815,30.0,26.5,35.5,23.5,994.3,1001.9,22.99,38.8,777899.5800743974
20160816,29.9,26.1,35.5,21.9,993.7,1001.4,23.67,36.2,775283.5586368535
20160817,29.8,24.7,35.1,22.5,995.8,1003.5,23.53,39.2,775317.808582179
20160818,29.7,25.3,34.8,23.5,997.9,1005.5,18.03,37.6,774404.4334442078
20160819,30.3,25.0,37.3,22.5,998.7,1006.3,23.54,39.6,776130.7350639517
20160820,31.2,26.2,37.6,20.8,998.3,1006.0,25.26,40.8,775310.3322606523
20160821,29.7,25.2,34.9,19.9,998.3,1006.0,21.44,35.4,776638.4457855222
20160822,30.3,24.0,36.7,21.4,998.3,1005.9,23.9,39.5,776824.2861506006
20160823,28.8,25.4,33.4,23.3,998.7,1006.4,14.69,33.9,776097.1379701478
20160824,28.9,23.7,34.5,21.4,999.0,1006.7,25.78,32.0,774639.6977439866
20160825,28.5,23.8,33.9,21.2,997.7,1005.4,18.45,30.0,775127.8924523848
20160826,22.0,19.1,27.4,19.1,1000.7,1008.6,3.15,24.0,775723.1606559384
20160827,22.6,18.0,27.9,15.1,1000.9,1008.8,16.7,23.1,775694.9846813603
20160828,20.0,17.8,24.5,16.6,996.7,1004.7,10.8,22.1,775602.2573961427
20160829,20.5,15.8,27.2,15.3,994.2,1002.1,22.85,24.7,777848.8911923484
20160830,19.6,16.6,22.6,16.4,985.9,993.8,6.9,20.8,774699.7539178699
20160831,21.8,17.6,24.8,16.5,985.7,993.5,10.55,20.8,775380.8448271385
20160901,26.6,22.9,31.5,18.8,993.8,1001.5,19.32,25.7,804806.2539692235
20160902,22.7,21.2,24.9,19.2,999.1,1007.0,9.84,25.0,806066.8489780483
20160903,25.0,20.8,30.3,20.3,1000.7,1008.5,19.6,27.6,807265.5132023337
20160904,26.2,22.3,30.4,22.3,1002.6,1010.4,13.24,27.7,806841.4716817472
20160905,26.2,24.0,30.5,22.8,1002.0,1009.7,13.15,28.2,806221.0716503677
20160906,24.4,21.5,28.1,20.3,1001.6,1009.5,10.63,26.5,807738.320456277
20160907,23.7,19.8,27.8,19.1,998.9,1006.7,13.48,27.7,807285.7597291311
20160908,23.3,19.7,28.9,19.3,999.4,1007.3,16.9,27.6,806819.1878728993
20160909,23.9,20.2,28.8,20.0,1002.0,1009.9,19.19,27.1,804370.6905997265
20160910,23.2,19.1,28.7,19.7,1004.4,1012.4,16.31,25.7,805003.666489774
20160911,23.9,19.6,28.5,19.3,1006.9,1014.9,15.74,26.7,805729.5485224136
20160912,23.5,21.0,27.8,19.4,1008.5,1016.5,15.95,25.8,805715.7764199652
20160913,24.1,18.7,29.5,18.8,1009.9,1017.8,21.82,26.4,807031.7178426116
20160914,24.2,20.5,29.1,18.9,1009.8,1017.7,16.18,26.4,806826.4299861048
20160915,23.5,18.4,28.7,17.9,1008.5,1016.4,18.16,25.5,806648.4695001831
20160916,22.4,20.7,25.4,19.7,1007.2,1015.1,7.02,24.0,806940.4006865671
20160917,20.2,19.6,21.3,19.7,1003.0,1011.0,2.92,21.5,806973.8050497071
20160918,19.1,18.1,20.7,17.6,1003.8,1011.8,6.13,21.4,808539.8530576393
20160919,20.0,17.4,23.6,15.4,1004.5,1012.5,10.3,21.7,804587.7056380375
20160920,19.2,13.7,24.7,11.9,1008.5,1016.6,23.09,22.4,805597.1220940263
20160921,19.1,12.8,23.6,12.7,1012.8,1020.9,16.87,20.8,806280.455749884
20160922,20.6,17.1,25.9,14.9,1010.3,1018.3,17.9,22.5,806889.6329801414
20160923,20.8,15.4,27.0,15.8,1009.2,1017.2,19.64,23.0,806003.2814233609
20160924,21.7,16.4,28.1,16.4,1008.4,1016.3,20.84,24.6,805495.0438643931
20160925,20.8,17.2,24.7,18.1,1009.1,1017.1,8.38,22.0,806149.5869013609
20160926,22.1,18.3,26.8,19.0,1008.4,1016.4,9.8,23.3,806575.3614556034
20160927,22.4,20.3,25.8,21.0,1008.0,1016.0,8.26,24.1,806757.9798231162
20160928,21.8,18.1,26.0,19.0,1006.9,1014.8,13.86,23.2,806866.1406888029
20160929,20.1,18.0,22.0,16.4,1008.5,1016.5,8.5,21.8,806649.4897461794
20160930,17.6,16.2,18.5,16.0,1008.0,1016.1,2.86,18.6,805564.7806754687
20161001,18.6,15.7,21.7,17.1,1010.1,1018.2,7.15,19.7,733222.6819666885
20161002,20.7,17.6,23.4,18.7,1006.3,1014.3,7.33,21.8,730405.4799947814
20161003,23.4,19.6,26.8,21.8,1002.4,1010.3,9.68,24.0,733942.6581082816
20161004,22.1,17.7,27.9,17.9,1006.9,1014.8,19.62,23.1,732926.8708395989
20161005,19.6,17.7,24.3,17.7,1003.1,1011.0,8.66,21.2,732953.6201940039
20161006,18.2,14.4,23.9,12.9,1012.9,1021.1,20.16,20.6,732901.6916326274
20161007,18.5,14.2,24.3,15.2,1011.9,1020.0,12.31,19.2,732793.6279903593
20161008,17.2,14.2,21.8,13.5,1005.0,1013.1,11.83,18.8,731769.3614721029
20161009,11.8,7.6,16.7,4.6,1011.8,1020.1,20.4,15.4,733421.1665574887
20161010,12.7,8.4,18.5,7.8,1012.8,1021.1,13.15,15.1,732545.3198897581
20161011,14.3,10.3,20.5,10.1,1012.6,1020.9,13.2,16.5,733510.2832347605
20161012,14.9,11.0,21.0,8.1,1014.2,1022.4,17.6,16.9,732225.1935488023
20161013,14.1,10.4,20.1,8.1,1015.3,1023.6,12.12,15.2,733636.5826214671
20161014,15.2,8.6,22.9,10.5,1017.2,1025.5,16.27,16.4,732556.9773639297
20161015,17.3,10.7,25.2,12.0,1017.1,1025.3,14.84,17.8,732579.2044689147
20161016,16.9,15.2,20.3,14.5,1011.5,1019.7,5.21,17.1,731670.8383392494
20161017,17.6,14.5,23.2,14.8,1009.9,1018.0,14.43,19.1,732551.059684295
20161018,16.1,13.0,21.5,14.4,1012.0,1020.1,9.7,18.0,733297.8354506987
20161019,17.2,12.8,23.6,14.0,1010.4,1018.5,14.94,17.6,732381.065415546
20161020,16.7,11.2,22.7,13.3,1011.3,1019.5,11.49,17.5,730284.2742948544
20161021,16.8,15.7,18.8,12.5,1011.9,1020.0,5.66,16.7,731583.0239401056
20161022,17.5,14.3,22.1,12.6,1006.3,1014.4,11.57,18.8,732056.8926662756
20161023,15.0,11.4,17.9,11.1,1008.1,1016.3,4.86,15.3,732743.4855066694
20161024,15.5,9.8,20.4,9.3,1009.5,1017.7,15.78,17.0,733801.437104237
20161025,14.7,12.3,20.0,12.8,1004.4,1012.6,6.86,16.1,733022.1311424021
20161026,13.4,10.8,16.8,11.3,1012.1,1020.4,7.63,14.5,732692.4862323138
20161027,14.2,10.2,18.0,11.0,1014.7,1023.0,6.85,14.3,732826.4581574538
20161028,13.5,11.1,15.7,12.0,1009.0,1017.3,2.97,14.2,732006.2563480025
20161029,9.2,6.1,13.5,3.5,1017.5,1026.0,9.72,12.0,732644.637086213
20161030,7.1,1.2,14.5,-2.5,1021.4,1030.0,17.23,9.8,731697.2870260881
20161031,7.8,4.9,10.4,2.6,1018.8,1027.3,2.68,8.9,731583.5334264929
20161101,3.4,-0.7,9.4,-4.7,1022.3,1031.0,16.56,6.9,723781.4752518338
20161102,5.1,-2.4,11.7,-1.9,1019.5,1028.1,15.5,6.5,723112.5589300836
20161103,8.1,3.7,14.8,3.8,1014.4,1022.8,9.3,8.6,724916.7172938319
20161104,9.9,2.7,17.4,5.8,1009.4,1017.8,12.16,9.5,723715.6052869596
20161105,13.3,8.7,19.2,9.9,1006.7,1014.9,8.25,11.5,722965.1934706311
20161106,13.3,9.8,18.2,9.5,1015.7,1024.1,13.17,14.1,724830.5462019428
20161107,14.3,10.8,18.8,9.1,1015.0,1023.2,10.18,13.9,723708.767164362
20161108,6.9,0.9,12.3,1.1,1016.6,1025.1,11.92,10.0,722353.4972689088
20161109,3.1,-3.1,9.8,-5.6,1020.8,1029.5,14.87,4.9,724994.2826126047
20161110,6.8,2.4,12.0,3.3,1013.1,1021.6,5.32,7.4,723659.9821526216
20161111,9.3,5.8,14.8,5.2,1011.5,1019.9,10.29,9.0,724997.6476792295
20161112,9.7,2.7,18.6,5.1,1014.7,1023.1,11.72,9.1,725019.2203980947
20161113,12.1,6.6,18.1,8.3,1013.5,1021.9,7.82,11.2,723943.2988459514
20161114,15.3,9.5,21.9,11.6,1008.1,1016.3,10.67,14.6,725024.0749378381
20161115,8.3,2.7,14.6,-1.5,1013.1,1021.5,14.19,9.9,722449.3068484749
20161116,5.7,-0.5,12.9,-1.6,1015.7,1024.3,11.37,6.1,723562.0712295234
20161117,8.1,3.3,15.4,1.6,1016.3,1024.8,10.67,8.2,724873.1764630915
20161118,9.0,3.0,13.8,6.3,1010.7,1019.1,6.05,8.4,723788.4162631859
20161119,12.6,10.4,14.3,12.0,1006.5,1014.7,2.35,12.4,724416.4422766316
20161120,11.5,6.7,16.4,6.9,1012.8,1021.2,12.29,12.3,725519.0249946412
20161121,8.7,5.5,11.6,7.0,1010.5,1018.9,2.33,8.6,724017.4489894095
20161122,4.9,0.7,9.5,-1.9,1014.6,1023.2,5.9,7.0,723928.0659361373
20161123,0.8,-3.3,6.2,-10.5,1018.7,1027.5,11.35,2.7,723894.22185628
20161124,-0.2,-4.9,5.2,-8.6,1019.6,1028.4,13.18,2.4,723305.9841364777
20161125,1.4,-3.2,7.8,-5.0,1019.9,1028.6,9.85,2.3,723161.1059649197
20161126,0.2,-2.9,3.3,-1.7,1016.4,1025.2,2.33,0.4,723439.998108597
20161127,3.0,1.0,7.1,1.9,1013.8,1022.5,6.81,5.2,724739.5502704616
20161128,2.8,-0.4,8.4,-2.3,1019.8,1028.5,11.58,3.5,723143.6356844377
20161129,1.9,-3.4,8.8,-5.6,1025.0,1033.8,12.84,2.8,722994.6153433234
20161130,5.5,-0.7,11.5,1.7,1018.5,1027.1,5.65,4.2,722555.4936293587
20161201,5.6,0.1,10.1,-1.2,1018.8,1027.4,7.91,5.2,763975.7983930119
20161202,1.8,-4.1,8.5,-5.1,1023.4,1032.1,12.31,2.5,762284.3965611982
20161203,3.2,-2.8,10.8,-1.9,1018.6,1027.3,11.16,3.2,763653.1382586048
20161204,4.1,-0.2,8.8,0.2,1010.9,1019.5,4.94,3.7,761178.5830170033
20161205,8.9,4.7,14.2,3.3,1010.2,1018.6,6.22,7.4,762455.9774456975
20161206,1.2,-2.6,6.6,-9.1,1017.9,1026.7,12.27,2.4,762850.8453584863
20161207,2.2,-4.4,8.7,-2.3,1013.8,1022.4,6.26,2.3,763184.0669114902
20161208,4.1,-1.8,9.8,0.2,1010.5,1019.1,9.1,3.5,763151.5460275962
20161209,4.1,-1.0,7.9,-1.7,1012.0,1020.6,7.8,4.6,763698.5056013368
20161210,-0.1,-4.4,6.4,-8.6,1018.7,1027.4,11.96,1.3,764024.8969254937
20161211,-0.6,-6.2,6.9,-8.7,1020.1,1028.9,12.06,0.5,764392.9043573883
20161212,4.3,-3.2,11.0,-4.0,1015.5,1024.1,8.18,3.1,762258.3309232878
20161213,4.5,1.0,9.6,0.3,1010.9,1019.5,7.2,3.5,762060.80544247
20161214,0.0,-2.9,2.7,-4.0,1012.2,1020.9,4.46,0.4,763405.01020636
20161215,-1.4,-5.9,3.0,-9.5,1015.6,1024.4,11.26,1.0,764444.3202825892
20161216,-2.4,-8.3,2.8,-11.2,1020.1,1028.9,11.96,-1.5,762904.5262078183
20161217,4.0,-0.3,10.5,-1.6,1021.4,1030.1,10.02,2.4,763457.2224637184
20161218,3.8,-1.8,9.5,0.2,1021.7,1030.4,5.49,3.5,762285.0521320895
20161219,7.8,5.1,10.6,6.0,1016.2,1024.7,3.97,7.2,762458.5345981959
20161220,8.2,4.3,13.3,5.2,1018.6,1027.1,9.18,7.6,762383.8519598
20161221,8.2,1.8,12.6,6.4,1013.4,1021.9,5.86,6.2,762354.8545069377
20161222,7.8,3.8,14.8,5.9,1003.0,1011.3,1.16,8.5,762202.5630346547
20161223,0.8,-1.3,3.9,-2.3,1012.7,1021.4,1.71,2.3,762324.6266655949
20161224,-1.1,-2.5,1.3,-5.3,1021.9,1030.8,6.29,1.5,761307.1771219709
20161225,1.3,-4.5,7.3,-2.1,1021.4,1030.2,9.7,2.2,763284.9614999477
20161226,3.1,2.3,4.3,1.9,1013.0,1021.6,1.48,3.5,762290.2313540028
20161227,0.3,-5.1,4.0,-6.1,1014.6,1023.4,10.67,2.9,763028.5131442684
20161228,-2.5,-7.5,4.1,-9.9,1021.7,1030.6,11.76,-0.2,762809.6541564229
20161229,-2.3,-4.5,1.4,-9.4,1022.2,1031.1,11.92,0.4,760702.3870833549
20161230,-1.8,-8.1,4.8,-7.3,1024.7,1033.6,11.5,-0.3,764281.7862926051
20161231,1.4,-1.3,5.2,-1.7,1022.0,1030.7,4.53,1.0,762452.5476038121
20170101,3.5,-1.3,10.7,0.3,1020.0,1028.6,9.43,3.3,849379.7532030371
20170102,4.7,-0.4,10.8,1.9,1014.9,1023.5,7.77,3.4,845467.3272532055
20170103,3.3,-1.5,9.2,-0.7,1016.3,1024.9,10.69,3.0,845765.2001775205
20170104,4.2,-0.2,10.7,-1.2,1015.9,1024.5,8.59,3.1,847325.1853010885
20170105,4.3,-0.7,9.3,-0.6,1018.3,1027.0,5.41,2.9,847647.210469418
20170106,6.7,2.6,12.0,0.6,1018.2,1026.8,10.66,5.4,847158.8664323734
20170107,4.3,-1.5,9.2,-0.1,1013.0,1021.6,8.22,3.3,845796.4325270646
20170108,8.8,5.0,14.8,2.1,1005.8,1014.1,10.58,8.2,846786.1573329323
20170109,4.3,-0.9,8.0,-2.6,1009.2,1017.7,8.35,4.8,847793.6535936889
20170110,-0.5,-3.2,4.2,-6.8,1015.6,1024.4,8.92,0.2,848492.716630419
20170111,-3.1,-7.8,2.5,-9.6,1017.6,1026.4,9.66,-2.1,848143.418818135
20170112,-0.3,-4.0,5.7,-5.3,1010.3,1019.0,5.74,-0.8,849470.8171090441
20170113,-3.7,-7.3,0.5,-8.7,1009.3,1018.1,6.66,-2.5,848049.8504434284
20170114,-6.0,-8.7,-2.8,-15.5,1017.1,1026.1,13.18,-2.4,847252.075676468
20170115,-5.9,-11.8,1.0,-15.3,1019.8,1028.8,13.47,-3.7,846267.0617843386
20170116,-3.9,-10.1,3.7,-12.8,1020.9,1029.9,13.58,-2.8,847473.5260879805
20170117,-2.9,-8.6,4.3,-10.7,1023.2,1032.1,8.45,-2.5,846499.5266213082
20170118,-0.4,-4.7,4.1,-6.0,1022.1,1031.0,5.97,-1.2,849672.5132777708
20170119,0.0,-3.7,5.9,-5.3,1015.3,1024.1,10.6,0.4,846337.2607190087
20170120,-2.3,-5.2,-0.5,-5.8,1013.8,1022.6,5.61,-0.6,848109.5008334641
20170121,-2.7,-8.6,2.4,-5.6,1018.6,1027.5,9.84,-0.9,846983.9670300689
20170122,-4.7,-7.8,-0.5,-9.4,1019.0,1028.0,9.38,-0.4,845848.433990566
20170123,-6.5,-10.0,-1.4,-12.3,1022.9,1032.0,14.14,-1.6,849575.9022729273
20170124,-5.2,-10.7,1.1,-10.8,1026.0,1035.0,14.54,-1.9,846427.8205194665
20170125,-4.4,-10.6,2.3,-10.0,1026.1,1035.1,15.26,-2.3,847185.8653857785
20170126,-1.1,-9.5,6.5,-7.6,1019.6,1028.4,13.81,-1.0,847083.2959662665
20170127,0.6,-4.3,4.8,-7.6,1018.8,1027.6,14.18,1.8,846436.6682664261
20170128,0.1,-7.6,7.9,-8.7,1018.2,1027.0,14.03,0.5,845903.3483431585
20170129,2.8,0.9,5.4,-0.4,1010.1,1018.7,2.49,2.2,847064.2124996013
20170130,-2.4,-6.8,0.9,-7.5,1017.0,1025.8,14.45,2.6,848164.9431841081
20170131,-4.2,-9.0,1.5,-10.6,1020.5,1029.4,13.67,-0.5,848047.3585563031
20170201,-2.3,-6.6,3.8,-11.7,1020.5,1029.4,13.87,0.4,806213.9461906523
20170202,-1.6,-9.0,5.7,-11.4,1022.2,1031.1,16.16,0.1,805944.7313416009
20170203,2.1,-3.2,8.6,-4.2,1018.6,1027.3,14.06,2.6,807510.5663319788
20170204,2.9,-3.3,8.1,-3.6,1012.4,1021.0,8.01,2.3,806091.3742901663
20170205,3.2,1.2,5.5,-1.0,1005.6,1014.1,2.08,2.4,803553.1220394076
20170206,0.0,-3.2,4.8,-7.6,1014.0,1022.8,14.07,2.6,806534.3377789515
20170207,-0.5,-4.7,5.8,-7.9,1016.7,1025.5,12.28,1.7,805183.5734980364
20170208,-0.1,-4.1,4.2,-7.1,1010.9,1019.6,8.47,1.2,804214.2354096137
20170209,-2.9,-5.1,0.6,-10.2,1007.9,1016.7,12.85,0.7,804886.7919305565
20170210,-4.4,-6.9,-0.3,-12.4,1010.4,1019.2,14.66,-0.7,805811.9935678877
20170211,-2.9,-7.2,2.6,-9.5,1016.5,1025.4,13.04,0.6,805586.3363378043
20170212,-0.3,-5.3,5.7,-8.2,1020.5,1029.3,17.04,2.0,807296.4872234096
20170213,0.3,-5.8,6.0,-3.4,1022.3,1031.1,11.33,0.6,805788.4269552174
20170214,1.6,-2.8,8.1,-5.6,1024.3,1033.0,16.93,3.8,806496.3902450564
20170215,2.2,-5.4,10.8,-7.2,1021.7,1030.4,15.43,2.9,804495.4469298605
20170216,7.3,-3.4,15.5,0.9,1012.0,1020.5,15.09,5.6,806942.6623937916
20170217,4.6,-2.7,11.8,-3.0,1013.0,1021.6,15.84,7.8,806637.2125879821
20170218,-1.0,-6.2,4.8,-12.0,1017.7,1026.6,18.2,2.4,805327.6280664615
20170219,3.1,-4.9,9.2,-3.6,1008.4,1017.0,11.31,1.9,805629.9450663475
20170220,1.3,-4.9,7.2,-4.5,1009.0,1017.6,15.09,5.4,806637.5960330425
20170221,0.6,-6.9,9.0,-9.6,1020.7,1029.5,17.83,3.5,807157.3491670843
20170222,3.0,0.2,4.1,0.1,1007.1,1015.7,1.65,2.8,805458.539438105
20170223,0.5,-3.0,5.3,-6.5,1011.1,1019.8,17.07,4.0,806420.315025629
20170224,0.6,-5.4,6.9,-8.1,1016.4,1025.1,19.45,3.6,805600.0533988861
20170225,3.5,-2.7,10.0,-4.8,1014.1,1022.8,19.32,4.3,805656.7946613749
20170226,4.0,-0.8,10.5,-4.7,1016.3,1024.9,18.79,4.8,804552.055625321
20170227,4.2,-2.5,12.0,-5.4,1018.6,1027.3,18.64,5.1,805631.1359950956
20170228,5.3,-2.7,14.0,-5.2,1016.7,1025.3,19.39,5.7,806128.6438185904
20170301,6.1,1.0,12.8,-2.8,1007.9,1016.4,10.55,5.9,776905.2351275495
20170302,3.0,-1.0,8.3,-2.8,1007.8,1016.4,15.37,6.3,775902.2509904674
20170303,4.2,-3.6,12.5,-5.2,1012.3,1020.9,19.68,5.6,776241.5729142809
20170304,6.1,-1.2,15.1,-4.9,1010.6,1019.1,19.45,6.1,775400.6153053383
20170305,6.3,0.0,14.6,-2.6,1007.9,1016.4,15.51,6.8,775995.8428621766
20170306,1.8,-1.6,6.7,-9.7,1008.5,1017.1,21.82,6.1,775253.6929869666
20170307,-0.2,-2.6,4.0,-8.7,1008.9,1017.6,20.2,3.9,776660.8522821143
20170308,1.4,-3.7,6.0,-5.6,1007.3,1015.9,15.6,3.4,776759.4352601698
20170309,4.7,-1.1,10.7,-3.4,1005.8,1014.3,18.76,5.5,774221.4992318933
20170310,5.9,-1.5,13.4,-6.1,1011.3,1019.8,21.84,7.8,775806.6807107496
20170311,7.4,-1.9,17.1,-5.9,1015.0,1023.5,20.67,9.3,774744.969729645
20170312,8.9,0.3,16.8,-4.6,1012.6,1021.0,16.28,9.4,774202.6585593219
20170313,8.0,2.7,13.8,-1.9,1009.8,1018.3,20.41,12.0,776579.311855166
20170314,5.6,-0.1,12.0,-5.2,1010.6,1019.2,22.61,10.2,774998.5463789641
20170315,5.9,-1.8,12.8,-5.4,1014.7,1023.3,21.98,10.2,775503.5479152091
20170316,6.3,-1.2,13.8,-5.0,1013.6,1022.2,20.24,9.8,776981.7343014716
20170317,7.6,-1.4,16.6,-6.7,1015.3,1023.8,22.3,11.0,776533.5245757414
20170318,8.8,2.9,18.0,-6.0,1016.2,1024.7,17.58,11.5,775729.5995621692
20170319,10.0,0.7,19.2,-3.9,1017.0,1025.5,21.92,13.2,775192.478927965
20170320,8.6,2.7,13.6,0.7,1011.3,1019.7,7.39,9.1,775867.0653185992
20170321,8.4,4.9,13.0,-1.8,1008.4,1016.8,22.58,13.0,775488.2693230031
20170322,7.6,0.0,14.6,-4.4,1012.8,1021.3,19.04,11.6,775249.5361589835
20170323,9.5,4.0,16.6,-4.7,1012.2,1020.6,18.19,12.7,777183.07565928
20170324,9.0,1.7,15.6,-3.1,1012.6,1021.0,18.1,11.9,777636.8198381087
20170325,7.6,6.4,9.9,3.7,1011.7,1020.2,7.68,9.9,777050.050113271
20170326,7.1,4.6,10.5,2.1,1010.5,1019.0,10.29,10.7,775530.6898268112
20170327,6.4,3.5,11.1,0.9,1012.3,1020.8,10.9,8.3,775871.7099008231
20170328,7.9,0.9,14.2,-0.4,1015.2,1023.6,18.45,10.7,775889.3587323944
20170329,9.7,4.3,16.8,1.7,1013.9,1022.3,22.29,14.1,774997.2517570881
20170330,11.2,2.1,19.5,-1.1,1013.0,1021.3,23.78,15.2,776790.7478046387
20170331,10.0,8.0,14.6,5.8,1010.0,1018.4,9.12,13.2,775923.6745259599
20170401,9.1,5.2,13.6,2.9,1007.7,1016.1,14.56,11.6,749918.473463021
20170402,9.3,1.9,17.1,-1.2,1010.7,1019.1,24.19,12.5,747927.805106895
20170403,12.0,3.6,21.3,-0.8,1015.0,1023.4,25.31,15.5,748830.7979318013
20170404,14.2,4.1,22.8,-1.5,1015.5,1023.8,21.78,16.7,750659.274407545
20170405,12.8,10.7,14.2,7.6,1009.2,1017.5,4.32,12.7,749230.1709430219
